Proxy,Input,TP/FP? ,Still Exploitable?,reason
0x7f910f18b15d63036be54d2dfbffa6b3f4d0678b,0xa91ee0dc000000000000000000000000cc130e5c67d0b83bd8abcceed1116346629f6276,TP,N,
0x8e8374850fc00d40e352228e0ed03af828a0e4a1,0xabc1297600000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028000000000000000000000000061e19f7e4baffa1c5dd24a7d559127150a74e57d00000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000014000000000000000000000000000000000000000000000000000000000000001600000000000000000000000000000000000000000000000000000000000000180000000000000000000000000000000000000000000000000000000000000000764656661756c7400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000764656661756c740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,TP,Y,initialize not called
0x1b0cad1ab43679960e7c179ebcfc5ce8910760b5,0xabc1297600000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028000000000000000000000000061e19f7e4baffa1c5dd24a7d559127150a74e57d00000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000014000000000000000000000000000000000000000000000000000000000000001600000000000000000000000000000000000000000000000000000000000000180000000000000000000000000000000000000000000000000000000000000000764656661756c7400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000764656661756c740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,TP,Y,initialize not called
0x2b90799ad0430b055e3cd00c447864ccf6b217f2,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0x3fe3996773a909901ae961e3f0a5e7c70168789e,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0x682e8c49446eedce17a1a44c3eb76e2e20eaabc6,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0x84f4d67f559029ab78eb2ec20714623dd06590fc,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0x7bcb68f76ea53c791823bd8c95db371ba46e5f2a,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0x90418e54b46a71ad49a36c0ec8d7df90a9ca9d29,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0x7d323aa2a550443b405c30b7fa8af5c9964364ee,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0xa08a9534e3d6ff3d7383406ace7849254c81cb8b,0xc4d66de8000000000000000000000000000000000034065b3a94c2118cfe5b4c0067b615,TP,N,
0xa60cb5af1b7b529d42dcdd114c6ae5300250b1db,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xcbb2f7e909a61dec35ebfc8a9c315affface1bf5,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x1c3a1d59ab4789284af9a7e8834e6d84d1ea1c7f,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x2c238c61e6b0f9a2c0310c1b8edf1955424de083,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x3b46d3c8aea72575c2c17f5604a0916e5a994a3b,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x42502bf61a5fcc32fda300d0e74d4f22a8b75e92,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x445adbd1955b76bae647a4a0771f1ad59a92dade,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x49d2a0c0e1d4fceb22434b2cb6436f315f5beb3e,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x57090d9d1650b91976d1d3f9c2bceb411b64e360,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xcec1f782da239651b496d80d2f661dc956014ad4,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x318b2456a711c5f35e9eaa2b9ee5734a3635fe96,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xda3a932599abf754a9045a2c0013d323f1e1038a,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x91c353f7111be4c629b8fb4f9a5424eacba65a9f,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x681bbd0f8fe641441a6f4fb57a8785036b833b6d,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xec981587604e4f87be73b2c159272d5e39d9dfd5,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xdf03b1ec8c52d4107bb4339fe5580edb601cfc64,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xf7bbd320b1c7a596b8d8002d4a278d9c7a87ef35,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xb79305d5b2d438d24789a4629d5d555c72a493fd,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xaa03f14f557b5310f616fae406b055399f982f28,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x6610149b019bb9de0743677f13ef6b366ba3a4a4,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xe738615e059c9ebd9b77eb0e8d116fe613464ad2,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x0428fdf0f0a7638865757cca97396cfdabd68c47,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x65728c1d0e545db117940d5745089c256516ad43,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xe5077de5f891d96067b6da5f9c5fa7ed9ab5f2de,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xd7800a3c48edd22f71e9a96926f627e41dd57dd8,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x65ca2a9f12db2cb6cf37eed4470fa5f2690241de,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x506bcb047b407bdf6008958d860a9299e0164d36,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xa64cf4fc6003f34de14e19abdde85830a3266ee6,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x94a7516dc7de15bdbe4a41d3db2189aa9104caa0,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xcc572773f1b14580f654e3d6a6759d7a5e8147d3,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x70f3ba04fd98013f8a755362e05fe8ae3eb02ada,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x5567ba12d3f5f9de1f8e06276a057982f06c9f9b,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xf6d70445d931414b374b5151dfe5f2bee9189872,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x77164825d2867cfd1de17febc970877f9368fed7,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xf214e7f6ff4651480cfae1af326a3c7449aa75a4,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x79e0fd6c12a216e9b11da0e7670b05807d147b2c,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xeef12f1aba15916c4a196b471bfd94d5786b0aee,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xa8eedb4201bc2951dc8946c0a139ffd0b5e8cbfb,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x5c6145f4c7354503967b0bf3fc60bbf966f8cba8,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x8f79d58eecbe1719b6045f17754ecbce63aef827,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x661449dee9e8c576a458ef6eef549ff8af6f2731,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xa3b5df9d3dfcc87ac9c0766fb964b05ba21483e9,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x41b8163f296581d5414ca2b85c92c145ec175b4b,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xf2510a657e119e65f5382a20f39f66726ea5616c,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x00832130896b1992f6be24a4130e5e1e56d29d65,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x015aecc30df8db407cfd3982e1628cda60c11615,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x02706fda07c272929655ffa811920aba270a1444,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x2c52f6388349f8eef6aeb554ec35206d42d35a35,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xe172500462dcd407f2e42590c4ed21b926c2cc60,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x78bc5225777ef86b51e437b2f9f8278cf20ebdee,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xf5652c49150560d1e60385aef4ff3380fdfb25c8,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x16659ef4f9925b4e0c5c3df5763fbd8e8bb9ea7e,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x603ec42623d899f3e34af949cb0b926627f0cdfa,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x96895a123bee7d3b4c61e1edef7c5759b505e973,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xf9417badb0692bdedad616058619201fcd292532,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x5a209b1aea5c1d7991b7606421144051e84f80e8,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x86d2d6b6c4f35b96f8bd2730f1cd4cb12814fc4f,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0xd475b83c3af988e03207cd43997566686a812d7e,0xcf7a1d770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c61898aeff67fa6cc72f08968d2e2d0989bc8b0c000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000005780635c60da1b1461012d575b61007861031b565b005b348015610086576000,TP,N,
0x9de91e72fc5570143fb73926451aa909f32b542b,0xd784d426000000000000000000000000a7c03d39082b54e8aac266fcf9a9b56d0892edff,TP,Y,initialize not called
0x11aea47e92d8b687e8355d9144a5b82ab334a24e,0xe1c7392a,TP,Y,initialize not called
0x65cfb9227a20bbd65b8e92a6d271ea3be68b78ca,0xe1c7392a,TP,Y,initialize not called
0x91152e33653926b81e8e2c70058e00b6f2f4b577,0xe1c7392a,TP,Y,initialize not called
0x9b4576942f1506b72dc4124762cdbb63d268eeea,0xe1c7392a,TP,Y,initialize not called
0x13d4f272c29eb7a5ac1a16058b07b902ce8db4e4,0xe1c7392a,TP,Y,initialize not called
0xceccac62b0b55a61889bb2f2d9e01d59c159881a,0xe1c7392a,TP,Y,initialize not called
0x35bf74a77732ca1e73f674adc78e3314c026c132,0xe1c7392a,TP,Y,initialize not called
0xd0ec872d472ec01b9c4c3a7b40e861df0e546902,0xe1c7392a,TP,Y,initialize not called
0xf0110d937f6a0d43174837a970397fcedeca32ee,0xe1c7392a,TP,Y,initialize not called
0x8c4d55f639c466b6e185dee6b355b10fa78b1336,0xe1c7392a,TP,Y,initialize not called
0x74d36f80b130879586d6f6d6109a15b8e2531c2f,0xe1c7392a,TP,Y,initialize not called
0xf3859ac62a0bd65db594a7e5d5ed3a51af4ff274,0xe1c7392a,TP,Y,initialize not called
0x31da7f13619745fd0b2901717f1c47af97534c0e,0xe1c7392a,TP,Y,initialize not called
0x0b27a2814c7ea2f1fd2777065d1ec06cf39a06b5,0xe1c7392a,TP,Y,initialize not called
0x73b0af769d05721079b32becdca79a6abd927a36,0xe1c7392a,TP,Y,initialize not called
0x2407c50a81bb77fed15be2b13068d8fcdc309430,0xe1c7392a,TP,Y,initialize not called
0x283947184dfb7e82c9e1483e8bd89c43d2e3916d,0xe1c7392a,TP,Y,initialize not called
0x591d69adc41fafdb0dada1d72d7bc35bd803f91a,0xe1c7392a,TP,Y,initialize not called
0x8c001fd6767a854c9bfb7980e87de062ffccc961,0xe1c7392a,TP,Y,initialize not called
0x85486e2b777e63454cfd7a83b2985246abdc7f46,0xe1c7392a,TP,Y,initialize not called
0x68c38f3b3297cab127bfb9f753dd6b34a0f318d3,0xe1c7392a,TP,Y,initialize not called
0xf230df14e5fba59f10a913d6b3a92acb7b66a216,0xe1c7392a,TP,Y,initialize not called
0x0747162921a9a758d1dd77ef6f6db1875b8f5683,0xe1c7392a,TP,Y,initialize not called
0x1aa4b0f40fbfdc2901502a886a216f60c78078e0,0xe1c7392a,TP,Y,initialize not called
0x1e1b0f6f64297e3cb34fa3e4885867b4fe4f2018,0xe1c7392a,TP,Y,initialize not called
0x2cb8b48416546f4a6d964bcf795d40fb35d15cd9,0xe1c7392a,TP,Y,initialize not called
0xbe2b1c5cb5ffb5422e08a8273c0ccb0a48ac8986,0xe1c7392a,TP,Y,initialize not called
0x050af56b0f15345bda30effb99a3fbc136692d0b,0xe1c7392a,TP,Y,initialize not called
0x6ecefc9ec3921908129e16f163441966837c70f1,0xe1c7392a,TP,Y,initialize not called
0xb4178754d59ad6a98d33ab5cb4e34774121da5ea,0xe1c7392a,TP,Y,initialize not called
0x7a81b189a7f97fc60114ac7df7cbe5f18a71a781,0xe1c7392a,TP,Y,initialize not called
0x98d53cfbf4eb60144abb5179980ee2d7091ebd1e,0xe1c7392a,TP,Y,initialize not called
0xd0a43abd3ed1a468a516caae647372842e009f52,0xe1c7392a,TP,Y,initialize not called
0x95081643bac2425e0a303afb734b388de7868720,0xe1c7392a,TP,Y,initialize not called
0x370bc603de0fb4bc03c1f23331e4d6f2ef53e90a,0xe1c7392a,TP,Y,initialize not called
0x4167324fcbd9025720f37d3ca87bf682d3c72e26,0xe1c7392a,TP,Y,initialize not called
