proxy,tx,alt_impl,impl,,buggy?
0x0000000000085d4780b73119b644ae5ecd22b376,0xe5111a5016f2082b99397f61efce3926091943403c3b17baefa9a376438cb149,0x7a9701453249e84fd0d5afe5951e9cbe9ed2e90f,0xcb9a11afdc6bdb92e4a6235959455f28758b34ba,,TN
0xfbddadd80fe7bda00b901fbaf73803f2238ae655,0x77d3e1bcebf68eb92645c0a8095fe675e309e2759112cdd795e0ab057c89ea8c,0xda6dbc49ffe80a19d92d7be755afba23906eabfc,0x013c66b6734f6af43b9ee2e8a8bc5138f9ae5557,,TN
0xcc4304a31d09258b0029ea7fe63d032f52e44efe,0x302987b9365ff7028af08a56e70555667a69b05abff3f3811a60f27f144a0609,0x907c6d5bf04dc6f2cc34ceb649adb18bf356eebe,0xa3f347378e24dd459533b59efb85d02651b946d7,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xd5c1da3f9a183e9d4fae3c81824789092e7e67a7766cf39d955c1b60fa47e6b0,0x234b619b4f4e405665f7d94f2ce60c24256032b5,0x7b5e3521a049c8ff88e6349f33044c6cc33c113c,,TN
0xd46ba6d942050d489dbd938a2c909a5d5039a161,0xa479063fadb7f9d8756d3e13df381f89e7f56af44387f5391d028e35c12b1b72,0xf9e6a96229140195777a1c3ab47c9bf16f055406,0x3222a6c3fd5927437c9e5f4c9eb5c98b22bcde48,,TN
0x15874d65e649880c2614e7a480cb7c9a55787ff6,0x46135c3af4c9fa33562793caa4a4bca7cdb8e002d842b54ba87fe576a7694b1c,0x2e228d311dbb6af073647ad915d260fa1c8e9c8e,0x284c2bed39bfd462ce65edd2d86725849a953bb4,,TN
0xf5c9f957705bea56a7e806943f98f7777b995826,0xa6fba5b82347387fbda5248fb419a0864d8f10ea3d36981af6b19971abc3b6bf,0x2dbc18a3ac126abe1ff90a83bbc3947ff7912afb,0x4edd62189732e9ff476aba880b48c29432a7ac9b,,TN
0x90de74265a416e1393a450752175aed98fe11517,0x48d74a6b8aed7905d01e0d4c1626033b874c72b502da944d467004c6c532c39c,0xcb22bd8b943879e83193f479ec4e3c98b610b507,0x433f12b9713b012d63d6e60abf16d64b63be207b,,TN
0xef58b2d5a1b8d3cde67b8ab054dc5c831e9bc025,0x42afb8ccc1a99b27fd57e9f2089cb71cce12de95691dcf374a3002adb9a1c8a5,0x3c710b981f5ef28da1807ce7ed3f2a28580e0754,0xc9d8a3b9c39b71969280fc249c87b5d0cb77f3c9,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xcab00a30e22af256d94deef67764e33b9ba45197f6e21c2fe84ee3c4dd1eca06,0x374abb8ce19a73f2c4efad642bda76c797f19233,0xbe7616b06f71e363a310aa8ce8ad99654401ead7,,TN
0xb5f54ac4466f5ce7e0d8a5cb9fe7b8c0f35b7ba8,0xbfc04d775b124b6976112686350ec8a7f669cf1a0647452f740e29fd07deb72c,0x714b49640c2a545b672e8bbd53cc8935725c6a14,0xeca46baed9fbe8543b5963571aa93762343b7f9f,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x41ba32dc444e29596ec4577e35ba78c165e3d0e6be45eaf71dc96ed0fd3ccdb6,0x97bd4cc841fc999194174cd1803c543247a014fe,0x178053c06006e67e09879c09ff012ff9d263df29,,TN
0xd46ba6d942050d489dbd938a2c909a5d5039a161,0x09065a91db1ea31acf4ec1c7e70ae8a9190a5f857e8ecb84502b32d09fad2ab8,0x2ec2a066dc6066e36027848f19279acbe040b9f3,0x3222a6c3fd5927437c9e5f4c9eb5c98b22bcde48,,TN
0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5,0x85fce7145ad4ec6ec393af0cb680f44d7cd2ce02811dc79e06a27a294778cbc7,0xfa99804a8a78173f9b51d300d5b7005d187134bb,0xc02f808e459cc63fdc0a3a9b7405d6e2f9aa8f02,,TN
0xe544cf993c7d477c7ef8e91d28aca250d135aa03,0x1c4e032f24611ba507b018e330dc2631fc2a48d4e3d04448ce3630d811d6f5de,0x0adb9cf4d1747b85700944bb1a0654f681bb11b3,0x79eb8f74d9591443a0b71d8304aba52d0560dcff,,TN
0x0000000000085d4780b73119b644ae5ecd22b376,0xff4255074e247a1529f45deea1c7d91969af941fc9452b8f98d8b933a9d1ebe0,0xd8d59c59ab40b880b54c969920e8d9172182ad7b,0x20594f0b1f549d19b5dd81590d93bd131c657e01,,FN
0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,0x0e49e3ee749c81d4f03e9c5b575274c846a632770b573586cbed2b11c41ff95e,0x7aa375f1fe5e04e18a6b02b4294cfd57ca9f53ba,0x44a420700aac02c1f10b16152f93acb3aadff193,,TN
0x39795344cbcc76cc3fb94b9d1b15c23c2070c66d,0xe225d5cdf853e0e0a66f6256fa1ba0bccf035cade403ad0ed4f932f30d1abe98,0x7922e1f87883b739a315b52ecad22e611abbd847,0xec3401c1d7b022a47718ae668d6a81b3b38a9b50,,TN
0xfbddadd80fe7bda00b901fbaf73803f2238ae655,0x6cccfdec2de02c57fa5c77da449e4e1938e71a6f1a105ddd16c45b756d7a30b5,0xc2899dfcb0a81b73e89e4a99cd24ab26d8a78295,0x013c66b6734f6af43b9ee2e8a8bc5138f9ae5557,,TN
0x17ac188e09a7890a1844e5e65471fe8b0ccfadf3,0x5d47b53708513cf34c57776b4077d955326f36647f801ef267b14d0612a03b47,0x48923befe0b63b6611111fbc15e45a5ef8a4224f,0x5bd628141c62a901e0a83e630ce5fafa95bbdee4,,TN
0x98945bc69a554f8b129b09ac8afdc2cc2431c48e,0x0ae2850119b18958f5e1c1bcd8e39b86c38db68e323bb6f3622b972b62681785,0x5bdb8e07f2257c89d981f549f6be52a227f8accc,0x9f782f47ea010b333c0b86c17cff248bdbfae2ed,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x4d31af3eaa37d9e0071dddfed2d2e021af3adff6090457f2a4728f0fe1e13b38,0xbe7616b06f71e363a310aa8ce8ad99654401ead7,0xf592ef673057a451c49c9433e278c5d59b56132c,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xc7f01782b66223496e134b808ed32d811278c234e7b70b6ce0aa403a6b5278be,0x374abb8ce19a73f2c4efad642bda76c797f19233,0x7d47d3f06a9c10576bc5dc87cefbf3288f96ea04,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x3f495584d1cff15ed5ab85d1c54df6cfd2fdaeae39ed3d5aa9c53c9eeb0cc448,0x374abb8ce19a73f2c4efad642bda76c797f19233,0x7b5e3521a049c8ff88e6349f33044c6cc33c113c,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x8185668376f1817d47440408a1e0e7b8dd07feee947c4e50d2efb182fc1fc3fb,0xbafe01ff935c7305907c33bf824352ee5979b526,0xf592ef673057a451c49c9433e278c5d59b56132c,,TN
0xcda72070e455bb31c7690a170224ce43623d0b6f,0x0f185d910bf2bcc07813be94d2ced5dbbd0d464b652a9de791a6d1b832b0e5e5,0x93ed4d19f97da0318dd84c08578c0ed3202d1c87,0x1bed4009d57fcdc068a489a153601d63ce4b04b2,,TN
0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,0x3d0bb43b7120dfc283869c0165079b6fdb43149750c0a31b82e114729cb8dfc1,0xf1cd0056fb74de307f4302a9dadaa486d8f494f4,0x8a2707e93c9cee3e46a97c2637546988ede4e088,,TN
0x0000000000085d4780b73119b644ae5ecd22b376,0x091d11f2b6fe05cee8eef14a1ac16d72e74136ec57da020bf34398e0eccb0544,0x20594f0b1f549d19b5dd81590d93bd131c657e01,0xcb9a11afdc6bdb92e4a6235959455f28758b34ba,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x31c3e2c5cf9991669aa52283d4e4a4c2166b8f2f3b447b2a30185876a8b467e1,0xbafe01ff935c7305907c33bf824352ee5979b526,0x7b5e3521a049c8ff88e6349f33044c6cc33c113c,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x2cfffb8f135896c08c737784d01c19c6143a17f905f8ece7bdc2f985fc2c39d3,0x374abb8ce19a73f2c4efad642bda76c797f19233,0xbe7616b06f71e363a310aa8ce8ad99654401ead7,,TN
0xe2e17b2cbbf48211fa7eb8a875360e5e39ba2602,0xdb387f0e3027e0bc8c7e50905faaefff82ca2861b50f0ad4d44f08450aa2f096,0x658ffa9ed2fa43a066305152feb3fcfd462fa7e6,0x1a7ea360acff6fa2a88c9e407b3c539dfcce2d8e,,TN
0xcda72070e455bb31c7690a170224ce43623d0b6f,0xc61fa1518995139568add5bac7d466482b14516aab7b6e24ac9fe10bea806e0d,0x5363827a66224541224decf96378fdd0f110ac46,0x8a8f22aa06f47fd453202eb1bd747a073f84bb4b,,TN
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0xc7c93123fb21d9ca383601fe563928efb263128e542bd72dcabfddf883d10fd7,0x976aa93ca5aaa569109f4267589c619a097f001d,0xbb8be4772faa655c255309afc3c5207aa7b896fd,,TN
0x64192819ac13ef72bf6b5ae239ac672b43a9af08,0x166b71133660c7d1463f27c43062c525bb7985805a896d151953572c0fc7cf62,0xa67ba5315af4961eb937158032af9300c657dacd,0x71356e37e0368bd10bfdbf41dc052fe5fa24cd05,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xe0a324dd8b66df4dca510dce91f15b9e3402c5e93a5db6f8c068638fedf00cb8,0xbafe01ff935c7305907c33bf824352ee5979b526,0xf592ef673057a451c49c9433e278c5d59b56132c,,TN
0x0000000000085d4780b73119b644ae5ecd22b376,0x185b1076fe8b54588e8cb0d6b30dff2f1922f9ee66006d0b602cd614ebb2a038,0xffc40f39806f1400d8278bfd33823705b5a4c196,0xcb9a11afdc6bdb92e4a6235959455f28758b34ba,,TN
0x401f6c983ea34274ec46f84d70b31c151321188b,0x5101ea159c6e793105ddbe510902467163ee148b4aacfc31b1b1e010b8ede207,0xddac6d3a2a787b1f4bf26ab6faf519ae3f1a94cf,0xd505c3822c787d51d5c2b1ae9adb943b2304eb23,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x73f8d6afd9dfadbe6f9fee2182c9d68a7bb5d75cb9a3a2fd66348a09135b56f7,0x374abb8ce19a73f2c4efad642bda76c797f19233,0xbe7616b06f71e363a310aa8ce8ad99654401ead7,,TN
0xfbddadd80fe7bda00b901fbaf73803f2238ae655,0x77a8df8de0019a456cf828a414b6989ad804837dfdb6e48b668812f8e2a5bcf1,0xdcbf1ea509044fcae4afd52d293773759d5a41cf,0x013c66b6734f6af43b9ee2e8a8bc5138f9ae5557,,TN
0xfbddadd80fe7bda00b901fbaf73803f2238ae655,0x0269dcfa90fdc2b2438da6342cc5c7f0f921921d19c22e5ada77436b83629517,0xc2899dfcb0a81b73e89e4a99cd24ab26d8a78295,0x4161d3e2024d9773c18ef63e2d93d1d752c0486b,,TN
0xabea9132b05a70803a4e85094fd0e1800777fbef,0x3acc75a949e535c68cb54e4c88e88cc10bc7af7c76b6feff3f9681f0bea36a7c,0x8e972b354e6933275513c355ee14d44a832ad2d9,0xd61dff4b146e8e6bdcdad5c48e72d0ba85d94dbc,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xd9c76a68a41409b08cdaee445477120bfa6ace881ec55de96e03386cadf7c8fb,0xaf601cbff871d0be62d18f79c31e387c76fa0374,0x97bd4cc841fc999194174cd1803c543247a014fe,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x5b5a2a1b1c955112f52dddd316e270c362c3c4f5d2afd0b24c6a1088b5ca7e7a,0xbafe01ff935c7305907c33bf824352ee5979b526,0x9d0a0443ff4bb04391655b8cd205683d9fa75550,,TN
0xcda72070e455bb31c7690a170224ce43623d0b6f,0x17037a770a0e9ea3e9d2f6ebd6cf75b9d7333a6714e1660dbaa00210e0f6235f,0x1578da82a22f758fe4094dd7513e783c62a50c62,0x1bed4009d57fcdc068a489a153601d63ce4b04b2,,TN
0x15874d65e649880c2614e7a480cb7c9a55787ff6,0xc4292d14e0e17d2da9bfc6887ee5299dcd8642d56eb41e8f2907d77d0d1651b4,0x56a3df85b1456a7050ba1f5e1634c63bc3c6e4e2,0x284c2bed39bfd462ce65edd2d86725849a953bb4,,TN
0x00000f2d00b7a76100366c0013c2000595ee0067,0x44db02db13dc9f3debb12685463bee6021ac48f036ce729edd6c6fb815dc8778,0x7a33a3dc95879aac92df214e82a3c8b4f9b40d64,0xc66b8d5694c8a2769a6daddac734b399b5035356,,TN
0x15874d65e649880c2614e7a480cb7c9a55787ff6,0x496ab85d876acda370e29b202aaaf9158fc46fa67251758e7b68424b41f40579,0x71fa2defe65b9862db1c0a78f961c3b6c58e1e36,0x284c2bed39bfd462ce65edd2d86725849a953bb4,,TN
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xa8155d8a41b188b9832cad2ba6c48310fc8cdf7bd885b17d13bfde3686ce57dc,0x374abb8ce19a73f2c4efad642bda76c797f19233,0xaf601cbff871d0be62d18f79c31e387c76fa0374,,TN
0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,0x35112bf316e503548eb520641de9a0871a740737b84990551dbe38c5b1d3012f,0xddb59729045d2292eeb8ff96c46b8db53b88daa2,0xa79f3e206265f510c7e23965f6f40b5d33b74523,,TN
0x0000000000085d4780b73119b644ae5ecd22b376,0xe0e6a7d1f888b7e0c784c9116387c5cdea56ed65465b352952bbad2c164f29ef,0xffc40f39806f1400d8278bfd33823705b5a4c196,0xcb9a11afdc6bdb92e4a6235959455f28758b34ba,,TN
0xfbddadd80fe7bda00b901fbaf73803f2238ae655,0x85751616834098c1110e82c2967d0002a9aa4d70c8d78a193cb6cceccc5309b9,0xc2899dfcb0a81b73e89e4a99cd24ab26d8a78295,0x4161d3e2024d9773c18ef63e2d93d1d752c0486b,,TN
0x0000000000085d4780b73119b644ae5ecd22b376,0x6540bdf23ea38626be5f9054a58b1348c12704dfee16c7536a2e885263299e8d,0x7a9701453249e84fd0d5afe5951e9cbe9ed2e90f,0xcb9a11afdc6bdb92e4a6235959455f28758b34ba,,TN
