0xc066e8002a31eb83261856b9c7b6a08ac8123b4c,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xf9972a70d2261b862b54c7e0563d2a7089d009e5"", 11140985], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x97d3510e92d250bc2ae02a2d4ec689756f3bf07b"", 11286671], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xa77e44a139cb3c4a58d73708b2cb25b9d101aef5"", 11516617]]"
0x6df9eee328afe9c17dd0aa9116e9dee16e770ac6,"[[""0x43ee356fd9aa47750edd4e7b6677a198efb16f3e"", ""0x1f0dddbc03f392827a715e20ba183facc358bcb5"", 16305852]]"
0xb1566f72c04961a9d9ee65a4f40e7122f9e1315f,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x90d424d95a223794c0508e53b2a3012eb5eacfa6"", 14334498]]"
0xa6703b6c5e1f76dc69007e5830703ff12e672d38,"[[""0x9dcc8091d4b364663033b0e2a6fac8aafa658271"", ""0x603901fb8027a04f4031f2f354c469f31765f029"", 16771741]]"
0x9791bd86250193803e80666286f29f50105ee830,"[[""0xc1e97d3fc2810577289ee35e895a4f0e59481700"", ""0x630ba8e2d859c787b3158fa67cb8cf6e8b8b4e84"", 17099596], [""0xc1e97d3fc2810577289ee35e895a4f0e59481700"", ""0x4674f9cf8fce3e9ff332015a0f0859baa60c2ded"", 17099805]]"
0x8eb688596203eaf9663a25c3a2d9ab7f3b2a8d04,"[[""0x43ee356fd9aa47750edd4e7b6677a198efb16f3e"", ""0x1f0dddbc03f392827a715e20ba183facc358bcb5"", 16306270]]"
0xd726d4f2112a05cab080f0a9114adc10502c2f64,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xc3e6e8243a9e76c534c2bc9fff3daa7504430d1b"", 11449170], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xa77e44a139cb3c4a58d73708b2cb25b9d101aef5"", 11516693], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x64425bf2c882628fcffc5ded8032b1cb255a2de5"", 11832832]]"
0xfb3ec8ea22714abccdc541d2f00b53874e9b37b4,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xf9972a70d2261b862b54c7e0563d2a7089d009e5"", 11283814], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x97d3510e92d250bc2ae02a2d4ec689756f3bf07b"", 11286807], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xc3e6e8243a9e76c534c2bc9fff3daa7504430d1b"", 11342607], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xa77e44a139cb3c4a58d73708b2cb25b9d101aef5"", 11516660], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x64425bf2c882628fcffc5ded8032b1cb255a2de5"", 11845273], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x9378699605fd45139d49bec64cb5a70ec3350700"", 12188460], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x90d424d95a223794c0508e53b2a3012eb5eacfa6"", 13274814]]"
0x08de8a585390fed1d351602652754f30df13d49e,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x9378699605fd45139d49bec64cb5a70ec3350700"", 12775841], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x90d424d95a223794c0508e53b2a3012eb5eacfa6"", 13278032]]"
0xdc1b88aae802c83c3fa234c27063d864ac9b51d2,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0xa77e44a139cb3c4a58d73708b2cb25b9d101aef5"", 11604888], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x857aa4339f5475e61d0e14dda7932ca4586c4b42"", 11770367], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x64425bf2c882628fcffc5ded8032b1cb255a2de5"", 11829455], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x9378699605fd45139d49bec64cb5a70ec3350700"", 12366966], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x90d424d95a223794c0508e53b2a3012eb5eacfa6"", 13274814]]"
0x9c716f8b535cbb92eaf12ddccf7e72cbb02d2639,"[[""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x857aa4339f5475e61d0e14dda7932ca4586c4b42"", 11811585], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x64425bf2c882628fcffc5ded8032b1cb255a2de5"", 11822280], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x9378699605fd45139d49bec64cb5a70ec3350700"", 12407427], [""0x03d20ef9bdc19736f5e8baf92d02c8661a5941f7"", ""0x90d424d95a223794c0508e53b2a3012eb5eacfa6"", 13400286]]"
