0x07fa92050edb387fe26e77859c9a5adf107cd72e,1
0x104f3152d8ebfc3f679392977356962ff36566ac,2
0x18cb9db75fa62a9717aa98292b939e579b7c7ccd,1
0x191b0e61ccbf3b26df76ca4321d9dee4c960e91e,1
0x262220151de2b72e6560f1dec4a1b0378aa1eddc,1
0x337fd7ec07f189df02b568fb9aa8b7de9bd0cd85,1
0x34596145f09994b5abc4600b9f870292e888762b,1
0x36601ab83f11d3ec5f7049bea5155c350cf381f2,2
0x3f029148add67d920b93652c122a72f8736a0514,1
0x3fcce645d31774f34bc0df9e4257d3d680104937,2
0x4393a337e7a51c8a69dae03203af4eac7a3a3fe1,1
0x43a20045160fa45aede645a15fa9bdc66efe4e3c,2
0x445ba08dad96a3d03ce8ffcbb1f246397f971b8c,1
0x452d90be271809ee6ce969670ecf9443fabb920c,2
0x4575f6d6baa972474dedba6a6f9a7cdf444bdc52,2
0x46b1b66449f6d7753102925c3510c6672e7d1489,1
0x4a5cb7fb08aad4ad873779171d96f7f69babccbf,1
0x581900eb2279896951b505d73ed8a2d0f87109af,2
0x5947e41c1a087fb1b387731fb6f3e9c9e870fa26,2
0x5a8eb90d6d5d49cb1d7ac0643c2666b154b377e3,1
0x5b5ab935aaf935f4b5b3211cdef419fae7750f83,2
0x5b5cf41d9ec08d101ffeeeebda411677582c9448,1
0x60c74befb22067aaaf759e9ec64b3b6d17012718,15
0x6129bab81c6684fed569b21e126af2fb5c2c700b,1
0x6bfa3e224d047431ceb6d6dbe046906105e499e4,2
0x7d43aabc515c356145049227cee54b608342c0ad,1
0x8f6a55d86e6bceb4474b1ef582fc36d8d9b2b5da,3
0x8fefe8566a4b869cb1f8ab67225cd05f3d00a93a,1
0x99fa011e33a8c6196869dec7bc407e896ba67fe3,1
0x9e196556894cb2a21376e1a0eff9d98ef4d4dd22,1
0xa19cb199b1b1e82215565017d1935cb829c8c986,2
0xaab1eee8d67b335f37736effa8b50f4b5ff96208,1
0xb01d5395bdbdae752fdff2b2c9392373991fe81f,1
0xb4baf507834235110e42b8b2a1dcca6b63688295,8
0xb4bb78a07dd898551ec20deef22250dd9bb84d53,1
0xb7dba0b3e6a7419c00457ee0907deb637717f78a,2
0xbb126042235e6bd38b17744cb31a8bf4a206c045,1
0xc48a87a0d530b707e7415fef1f21bdd42f595f4d,1
0xc969ea675718afc543d7950c21d5441780d47222,2
0xce6ecf7d95074aaadb2e2ff2f35f5994fa220c50,1
